title	pub_year	authors	journal	abstract	url	num_citations
Reconstituting tissue patterning	2020.0	['Naama Barkai', 'Ben-zion Shilo']	Science	A synthetic morphogen reveals quantitative principles of tissue patterning	https://www.science.org/doi/abs/10.1126/science.abe4217	1
Mapping the architecture of regulatory variation provides insights into the evolution of complex traits	2020.0	['Offir Lupo', 'Gat Krieger', 'Felix Jonas', 'Naama Barkai']	Biorxiv	Organisms evolve complex traits by recruiting existing programs to new contexts, referred as co-option. Within a species, single upstream regulators can trigger full differentiation programs. Distinguishing whether co-option of differentiation programs results from variation in single regulator, or in multiple genes, is key for understanding how complex traits evolve. As an experimentally accessible model for studying this question we turned to budding yeast, where a differentiation program (filamentous) is activated in S. cerevisiae only upon starvation, but used by the related species S. paradoxus also in rich conditions.To define expression variations associated with species-specific activation of the filamentous program, we profiled the transcriptome of S. cerevisiae, S. paradoxus and their hybrid along two cell cycles at 5-minutes resolution. As expected in cases of co-option, expression of oscillating genes varies between the species in synchrony with their growth phenotypes and was dominated by upstream trans-variations. Focusing on regulators of filamentous growth, we identified gene-linked variations (cis) in multiple genes across regulatory layers, which propagated to affect expression of target genes, as well as binding specificities of downstream transcription factor. Unexpectedly, variations in regulators essential for S. cerevisiae filamentation were individually too weak to explain activation of this program in S. paradoxus.Our study reveals the complex architecture of regulatory variation associated with species-specific use of a differentiation program. Based on these results, we suggest a new model in which …	https://www.biorxiv.org/content/10.1101/2020.05.24.113217.abstract	1
Roles of G1 cyclins in the temporal organization of yeast cell cycle-a transcriptome-wide analysis	2018.0	['Lotte Teufel', 'Katja Tummler', 'Max Flöttmann', 'Andreas Herrmann', 'Naama Barkai', 'Edda Klipp']	Biorxiv	Oscillating gene expression is crucial for correct timing and progression through cell cycle. In Saccharomyces cerevisiae, G1 cyclins Cln1-3 are essential drivers of the cell cycle and have an important role for temporal fine-tuning. We measured time-resolved transcriptome-wide gene expression for wild type and cyclin single and double knockouts over cell cycle with and without osmotic stress. Clustering of expression profiles, peak-time detection of oscillating genes, integration with transcription factor network dynamics, and assignment to cell cycle phases allowed us to quantify the effect of genetic or stress perturbations on the duration of cell cycle phases. Cln1 and Cln2 showed functional differences, especially affecting later phases. Deletion of Cln3 led to a delay of START followed by normal progression through later phases. Our data and network analysis suggest mutual effects of cyclins with the transcriptional regulators SBF and MBF.	https://www.biorxiv.org/content/10.1101/287573.abstract	1
Correction: epigenetically-inherited centromere and neocentromere DNA replicates earliest in S-phase	2011.0	['Amnon Koren', 'Hung-ji Tsai', 'Itay Tirosh', 'Laura S Burrack', 'Naama Barkai', 'Judith Berman']	Plos genetics	"Correction: Epigenetically-Inherited Centromere and Neocentromere DNA Replicates Earliest 
in S-Phase NCBI NCBI Logo Skip to main content Skip to navigation Resources How To 
About NCBI Accesskeys Sign in to NCBI PMC US National Library of Medicine National 
Institutes of Health Search database Search term Search Advanced Journal list Help Journal 
List PLoS Genet v.7(4); 2011 Apr PMC3084636 Logo of plosgen PLoS Genet. 2011 Apr; 7(4): 
10.1371/annotation/2aba8d24-7a24-4bbc-91f7-9b9e228cc84d. Published online 2011 Apr 
28. doi: 10.1371/annotation/2aba8d24-7a24-4bbc-91f7-9b9e228cc84d PMCID: PMC3084636 
Correction: Epigenetically-Inherited Centromere and Neocentromere DNA Replicates 
Earliest in S-Phase Amnon Koren, Hung-Ji Tsai, Itay Tirosh, Laura S. Burrack, Naama Barkai, 
and Judith Berman Copyright and License information Disclaimer This corrects the article ""…"	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3084636/	1
Scaling of the Bmp morphogen gradient in Xenopus embryos	2009.0	['Danny Ben-zvi', 'Abraham Fainsod', 'Benny Shilo', 'Naama Barkai']	Developmental biology	"Scaling of the Bmp morphogen gradient in Xenopus embryos × Close The Infona portal uses 
cookies, ie strings of text saved by a browser on the user's device. The portal can access 
those files and use them to remember the user's data, such as their chosen settings (screen 
view, interface language, etc.), or their login data. By using the Infona portal the user accepts 
automatic saving and using this information for portal operation purposes. More information 
on the subject can be found in the Privacy Policy and Terms of Service. By closing this window 
the user confirms that they have read the information on cookie usage, and they accept the 
privacy policy and the way cookies are used by the portal. You can change the cookie settings 
in your browser. I accept Polski English Login or register account remember me Password 
recovery INFONA - science communication portal INFONA Search advanced search Browse …"	https://www.infona.pl/resource/bwmeta1.element.elsevier-7bdbebb2-a3f3-3c77-9816-caabd734288e	1
Yeast expression at your fingertips.	2003.0	['J Ihmels', 'S Bergmann', 'N Barkai']			https://scholar.google.com/scholar?cluster=13500349349937372361&hl=en&oi=scholarr	1
Science & Society		['Ben-zion Shilo', 'Michal Haskel-ittah', 'Danny Ben-zvi', 'Eyal D Schejter', 'Naama Barkai', 'Scott A Kelly', 'Daniel Pomp', 'Christopher H Chandler', 'Sudarshan Chari', 'Ian Dworkin', 'Miriam Rodriguez', 'L Basten Snoek', 'Mario De Bono', 'Jan E Kammenga', 'Jean E Mcewen', 'Joy T Boyer', 'Kathie Y Sun', 'Joyce Kim', 'Sara H Katsanis']			https://scholar.google.com/scholar?cluster=4738808427209661043&hl=en&oi=scholarr	1
Pls1 Is a Peroxisomal Matrix Protein with a Role in Regulating Lysine Biosynthesis	2022.0	['Yotam David', 'Inês Gomes Castro', 'Eden Yifrach', 'Chen Bibi', 'Enas Katawi', 'Dekel Yahav Har-shai', 'Sagie Brodsky', 'Naama Barkai', 'Tommer Ravid', 'Miriam Eisenstein', 'Shmuel Pietrokovski', 'Maya Schuldiner', 'Einat Zalckvar']	Cells	Peroxisomes host essential metabolic enzymes and are crucial for human health and survival. Although peroxisomes were first described over 60 years ago, their entire proteome has not yet been identified. As a basis for understanding the variety of peroxisomal functions, we used a high-throughput screen to discover peroxisomal proteins in yeast. To visualize low abundance proteins, we utilized a collection of strains containing a peroxisomal marker in which each protein is expressed from the constitutive and strong TEF2 promoter. Using this approach, we uncovered 18 proteins that were not observed in peroxisomes before and could show their metabolic and targeting factor dependence for peroxisomal localization. We focus on one newly identified and uncharacterized matrix protein, Ynl097c-b, and show that it localizes to peroxisomes upon lysine deprivation and that its localization to peroxisomes depends on the lysine biosynthesis enzyme, Lys1. We demonstrate that Ynl097c-b affects the abundance of Lys1 and the lysine biosynthesis pathway. We have therefore renamed this protein Pls1 for Peroxisomal Lys1 Stabilizing 1. Our work uncovers an additional layer of regulation on the central lysine biosynthesis pathway. More generally it highlights how the discovery of peroxisomal proteins can expand our understanding of cellular metabolism.	https://www.mdpi.com/2073-4409/11/9/1426	0
Evolution of binding preferences among whole-genome duplicated transcription factors	2022.0	['Tamar Gera', 'Felix Jonas', 'Roye More', 'Naama Barkai']	Elife	Throughout evolution, new transcription factors (TFs) emerge by gene duplication, promoting growth and rewiring of transcriptional networks. How TF duplicates diverge was studied in a few cases only. To provide a genome-scale view, we considered the set of budding yeast TFs classified as whole-genome duplication (WGD)-retained paralogs (~ 35% of all specific TFs). Using high-resolution profiling, we find that~ 60% of paralogs evolved differential binding preferences. We show that this divergence results primarily from variations outside the DNA-binding domains (DBDs), while DBD preferences remain largely conserved. Analysis of non-WGD orthologs revealed uneven splitting of ancestral preferences between duplicates, and the preferential acquiring of new targets by the least conserved paralog (biased neo/sub-functionalization). Interactions between paralogs were rare, and, when present, occurred through weak competition for DNA-binding or dependency between dimer-forming paralogs. We discuss the implications of our findings for the evolutionary design of transcriptional networks.	https://elifesciences.org/articles/73225	0
Rtt109 promotes nucleosome replacement ahead of the replicating fork	2022.0	['Felix Jonas', 'Gilad Yaakov', 'Naama Barkai']	Biorxiv	DNA replication perturbs chromatin by triggering the eviction, replacement and incorporation of nucleosomes. How this dynamic is orchestrated in time and space is poorly understood. Here, we apply a recently established sensor for histone exchange to follow the time-resolved histone H3 exchange profile in budding yeast cells undergoing synchronous replication. We find that new histones are incorporated not only behind, but also ahead of the replication fork. We provide evidence that Rtt109, the S phase-specific acetyltransferase, stabilizes nucleosomes behind the fork, but promotes H3 replacement ahead of the fork. Unexpectedly, increased replacement ahead of the fork is independent of the primary Rtt109 acetylation target H3K56, and rather results from Rtt109 activity towards the H3 N-terminus. Our results suggest that selective incorporation of differentially modified H3s behind and ahead of the replication fork results in opposing effects on histone exchange, which may contribute to genome stability by overcoming replication-associated challenges.	https://www.biorxiv.org/content/10.1101/2022.02.09.479766.abstract	0
Generation and timing of graded responses to morphogen gradients	2021.0	['Shari Carmon', 'Felix Jonas', 'Naama Barkai', 'Eyal D Schejter', 'Ben-zion Shilo']	Development	Morphogen gradients are known to subdivide a naive cell field into distinct zones of gene expression. Here, we examine whether morphogens can also induce a graded response within such domains. To this end, we explore the role of the Dorsal protein nuclear gradient along the dorsoventral axis in defining the graded pattern of actomyosin constriction that initiates gastrulation in early Drosophila embryos. Two complementary mechanisms for graded accumulation of mRNAs of crucial zygotic Dorsal target genes were identified. First, activation of target-gene expression expands over time from the ventral-most region of high nuclear Dorsal to lateral regions, where the levels are lower, as a result of a Dorsal-dependent activation probability of transcription sites. Thus, sites that are activated earlier will exhibit more mRNA accumulation. Second, once the sites are activated, the rate of RNA Polymerase II loading …	https://journals.biologists.com/dev/article-abstract/148/24/dev199991/273784	0
Publisher Correction: Measurement of histone replacement dynamics with genetically encoded exchange timers in yeast	2021.0	['Gilad Yaakov', 'Felix Jonas', 'Naama Barkai']	Nature biotechnology	In the version of this Article initially published, there was an error in Fig. 3. Specifically, in Fig. 3a, the lower blue equation at left, the denominator in the final term was a duplication of the second-to-last term, mistakenly reading “koff+ kclv” when it should have been “kon+ koff.” The corrected equation now reads:“↪ mycss= f kon koff+kclv koff kon+koff	https://www.nature.com/articles/s41587-021-01103-2	0
Measurement of histone replacement dynamics with genetically encoded exchange timers in yeast (Jul, 10.1038/s41587-021-00959-8, 2021)	2021.0	['Gilad Yaakov', 'Felix Jonas', 'Naama Barkai']	Nature biotechnology		https://scholar.google.com/scholar?cluster=12194890722739632968&hl=en&oi=scholarr	0
Balancing robustness and evolvability in single cells and beyond	2018.0	['Gilad Yaakov', 'Naama Barkai']		Robustness and evolvability are defining properties of biological systems. Robustness promotes reproducibility of central biological functions, primarily by maintaining low mutation frequency and small mutational effects. By contrast, evolvability is possible only when mutations are frequent enough and lead to selectable functional effects. What is the tradeoff between robustness and evolvability? Here, we explore several cellular strategies used to regulate the balance between robustness and evolvability by modulating mutational impact or frequency. These mechanisms span the gene promoter level, biochemical pathways, single cells and whole organism levels. In particular, we discuss a recently discovered mechanism implemented at the single cell level, in which phenotypic stress-persistence and DNA damage are mechanistically coupled. This coupling increases genetic diversity specifically among individual …	https://www.sciencedirect.com/science/article/pii/S2452310017301610	0
Principles of Systems Biology, No. 21	2017.0	"['Junyue Cao', 'Jonathan Packer', 'Robert Waterston', 'Cole Trapnell', 'Jay Shendure', 'Satwik Rajaram', 'Lani F Wu', 'Steven J Altschuler', 'Jackson Liang', ""Lucy Erin O'brien"", 'Inbal Eizenberg-magar', 'Jacob Rimer', 'Nir Friedman', 'Eyal Metzl-raz', 'Moshe Kafri', 'Gilad Yaakov', 'Ilya Soifer', 'Yonat Gurvich', 'Naama Barkai', 'Adil Mardinoglu', 'Fredrik Ponten', 'Mathias Uhlen', 'Sahand Jamal Rahi', 'Frederick R Cross', 'Meike Baumgart', 'Stephan Noack']"	Cell systems	"Principles of Systems Biology, No. 21 - Research Portal, King's College, London King's College 
London King's main site Research portal Home Researchers Research Groups Research 
Outputs Research Funding Internal Research Outputs Theses . Journals Publishers Principles of 
Systems Biology, No. 21 Research output: Contribution to journal › Editorial › peer-review 
Junyue Cao, Jonathan Packer, Robert Waterston, Cole Trapnell, Jay Shendure, Satwik Rajaram, 
Lani F. Wu, Steven J. Altschuler, Jackson Liang, Lucy Erin O'Brien, Inbal Eizenberg-Magar, 
Jacob Rimer, Nir Friedman, Eyal Metzl-Raz, Moshe Kafri, Gilad Yaakov, Ilya Soifer, Yonat 
Gurvich, Naama Barkai, Adil Mardinoglu & 6 more Fredrik Ponten, Mathias Uhlen, Sahand 
Jamal Rahi, Frederick R. Cross, Meike Baumgart, Stephan Noack Overview Citation formats 
Original language English Pages (from-to) 158-160 Journal Cell Systems Volume 5 Issue …"	https://kclpure.kcl.ac.uk/portal/en/publications/principles-of-systems-biology-no-21(6d59c923-4409-4da6-b6e9-f981f9c7d01a).html	0
The molecular basis for yeast persisters	2017.0	['Gilad Yaakov', 'David Lerner', 'Kajetan Bentele', 'Joseph M Steinberger', 'Naama Barkai']			https://scholar.google.com/scholar?cluster=17188526148450646384&hl=en&oi=scholarr	0
Characterizing the interaction and dynamics between duplicated transcription factors	2017.0	['Sagie Brodsky', 'Naama Barkai']			https://scholar.google.com/scholar?cluster=15051068652511236382&hl=en&oi=scholarr	0
Decoding the evolution of transcriptional networks	2017.0	['G Krieger', 'Naama Barkai', 'Aa Levy']			https://scholar.google.com/scholar?cluster=13679273626795018709&hl=en&oi=scholarr	0
Heterosis as a consequence of regulatory incompatibility	2017.0	['D Bar-zvi', 'Rebecca Hannah Herbst', 'Sharon Reikhav', 'Ilya Soifer', 'Michal Breker', 'Ghil Jona', 'Eyal Shimoni', 'Maya Schuldiner', 'Asaf Levy', 'Naama Barkai']			https://scholar.google.com/scholar?cluster=13121906347438231387&hl=en&oi=scholarr	0
The role of expression homeostasis mechanism in regulation of total mRNA levels during cell cycle	2017.0	['Yulia Gordon', 'Naama Barkai']			https://scholar.google.com/scholar?cluster=11614946257108796836&hl=en&oi=scholarr	0
Robust design of biological timers shapes neuroblast lineage formation in the drosophila embryo	2017.0	['Inna Averbukh', 'S Lai', 'Ben-zion Shilo', 'C Doe', 'Naama Barkai']			https://scholar.google.com/scholar?cluster=9059996075936528423&hl=en&oi=scholarr	0
Cell cycle dependent expression variation between yeast species	2017.0	['Offir Lupo', 'Naama Barkai', 'Asaf Levy']			https://scholar.google.com/scholar?cluster=6579915896206449239&hl=en&oi=scholarr	0
Duplication of transcription factors enables a low-noise transcription system	2017.0	['Michal Chapal', 'Sefi Mintzer', 'Miriam Carmi', 'Sagie Brodsky', 'Naama Barkai']			https://scholar.google.com/scholar?cluster=5849641612856151415&hl=en&oi=scholarr	0
Chromatin dynamics During DNA replication	2017.0	['Naama Barkai']			https://scholar.google.com/scholar?cluster=244831820190945988&hl=en&oi=scholarr	0
Lighting Up ERK Activity	2017.0	['Ben-zion Shilo', 'Naama Barkai']	Developmental cell	Activation of extracellular signal regulated kinase (ERK) is used by many signaling pathways to control tissue patterning in a broad range of multicellular organisms. In this issue of Developmental Cell, Johnson et al. (2017) provide an optogenetic approach to manipulate this pathway with high precision and explore its signaling code.	https://www.sciencedirect.com/science/article/pii/S153458071630911X	0
Expression homeostasis during DNA replication	2017.0	['Yoav Voichek', 'R Bar-ziv', 'Naama Barkai']			https://weizmann.esploro.exlibrisgroup.com/esploro/outputs/conferencePaper/Expression-homeostasis-during-DNA-replication/993267894003596	0
Expansion-restriction of Spemann's organizer by an ADMP self-regulatory switch to scale the BMP gradient	2017.0	['Abraham Fainsod', 'Avi Leibovich', 'Hadas Leibovich-kot', 'Danny Ben-zvi', 'Naama Barkai']	Mechanisms of development	"Expansion-restriction of Spemann's organizer by an ADMP self-regulatory switch to scale the 
BMP gradient × Close The Infona portal uses cookies, ie strings of text saved by a browser on 
the user's device. The portal can access those files and use them to remember the user's data, 
such as their chosen settings (screen view, interface language, etc.), or their login data. By 
using the Infona portal the user accepts automatic saving and using this information for portal 
operation purposes. More information on the subject can be found in the Privacy Policy and 
Terms of Service. By closing this window the user confirms that they have read the information 
on cookie usage, and they accept the privacy policy and the way cookies are used by the 
portal. You can change the cookie settings in your browser. I accept Polski English Login or 
register account remember me Password recovery INFONA - science communication portal …"	https://www.infona.pl/resource/bwmeta1.element.elsevier-e13831c0-b029-36ad-bd59-6ae4433f614e	0
Large-scale rewiring in a yeast hybrid	2017.0	['Rebecca H Herbst', 'Dana Bar-zvi', 'Sharon Reikhav', 'Ilya Soifer', 'Michal Breker', 'Ghil Jona', 'Eyal Shimoni', 'Maya Schuldiner', 'Avraham Levy', 'Naama Barkai']	Biorxiv	The merging of genomes in inter-specific hybrids can result in novel phenotypes, including increased growth rate and biomass yield, a phenomenon known as heterosis. We describe a budding yeast hybrid that grows faster than its parents under different environments. Phenotypically, the hybrid progresses more rapidly through cell cycle checkpoints, relieves the repression of respiration in fast growing conditions, does not slow down its growth when presented with ethanol stress, and shows increasing signs of DNA damage. A systematic genetic screen identified hundreds of alleles affecting hybrid growth whose identity vastly differed between the hybrid and its parent and between growth conditions. This large-scale rewiring of allele effects suggests that despite showing clear heterosis, the hybrid is perturbed in multiple regulatory processes. We discuss the possibility that incompatibilities contribute to hybrid vigor by perturbing safeguard mechanisms that limit growth in the parental background.	https://www.biorxiv.org/content/10.1101/100263.abstract	0
The Cost of Making Proteins	2015.0	['Naama Barkai']			https://scholar.google.com/scholar?cluster=4574661642244265076&hl=en&oi=scholarr	0
Strategy of Transcription Regulation in the Budding Yeast	2014.0	['Sagi Levy', 'Jan Ihmels', 'Miri Carmi', 'Adina Weinberger', 'Gilgi Friedlander', 'Naama Barkai']		Cellular functionality is tightly coupled to the external environment. The type of nutrients available defines the internal metabolic flow, while their abundance often limits the rate of biomass production and energy available for growth. An abundance of toxins impede upon various aspects of cellular machinery, including metabolic capacity, protein stability or DNA integrity. Over evolutionary time scales, cells may encounter virtually endless environmental states at widely different frequencies. Maintaining optimal functionality in the presence of such external variability is a central evolutionary constraint.Gene expression plays a central role in the adaptation to changing conditions. Studies in the budding yeast S. cerevisiae, for example, have shown that cellular transcription program is dramatically modified by changes in nutrient availability, growth conditions, temperature, and a variety of other environmental condition tested.	https://books.google.com/books?hl=en&lr=&id=X908DgAAQBAJ&oi=fnd&pg=PA209&dq=info:aCN_uKhkKaEJ:scholar.google.com&ots=XtKvoh8e8Y&sig=PQk2s9vkOv_2QPPiFJmsDdbbs_4	0
STRATEGY OF TRANSCRIPTION REGULATION IN THE BUDDING YEAST	2014.0	['Gilgi Friedlander', 'Naama Barkai']	Investigations in yeast functional genomics and molecular biology	Cellular functionality is tightly coupled to the external environment. The type of nutrients available defines the internal metabolic flow, while their abundance often limits the rate of biomass production and energy available for growth. An abundance of toxins impede upon various aspects of cellular machinery, including metabolic capacity, protein stability or DNA integrity. Over evolutionary time scales, cells may encounter virtually endless environmental states at widely different frequencies. Maintaining optimal functionality in the presence of such external variability is a central evolutionary constraint.Gene expression plays a central role in the adaptation to changing conditions. Studies in the budding yeast S. cerevisiae, for example, have shown that cellular transcription program is dramatically modified by changes in nutrient availability, growth conditions, temperature, and a variety of other environmental condition tested.	https://books.google.com/books?hl=en&lr=&id=UxLlAgAAQBAJ&oi=fnd&pg=PA209&dq=info:PWIJS1DzKRYJ:scholar.google.com&ots=d36ZbcdE01&sig=IQJ-bJwgJfceQWqxjreSxOLWOUQ	0
Noa Rappaport	2011.0	['Naama Barkai']		Opportunistic fungal infections frequently afflict immunocompromised patients. The limited number of clinically useful drugs is further restricted by the fact that fungal pathogens exploit a wide range of mechanisms to survive antifungal drugs. Improved knowledge of the molecular pathways potentiating resistance could facilitate the development of novel strategies to combat intransigent infections. Most resistance strategies are characterized by observing either clinical strains or strains produced by experimentally evolving resistance in the lab. Recently, the global effector Hsp90p was shown to be required for the evolution of resistance in S. cerevisiae under specific conditions, suggesting that there may be additional global effectors that facilitate the evolution of resistance.In the first part of this study we examined the evolution of fungal resistance to the widely deployed antimicrobial agent fluconazole. Specifically, we …	https://scholar.google.com/scholar?cluster=2202263871224272830&hl=en&oi=scholarr	0
Scaling pattern with size by a morphogen directed cell division rule	2011.0	['D Ben-zvi', 'Siddhartha Mishra', 'N Barkai']		"Scaling pattern with size by a morphogen directed cell division rule - Research Collection 
Header Upper Right Menu Log in de jump to https://www.ethz.ch Research Collection Toggle 
navigation Upper Right Menu Login Help Help Language Deutsch Toggle navigation Search 
View Item Home Working Papers/Reports Report View Item Home Working Papers/Reports 
Report View Item Research Collection Navigational link Search Scaling pattern with size by a 
morphogen directed cell division rule Mendeley CSV RIS BibTeX Thumbnail Metadata only 
Author Ben-Zvi, D. Mishra, Siddhartha Barkai, N. Date 2011 Type Report ETH Bibliography 
yes Altmetrics Publication status unpublished Journal / series CMA Collected Preprint series 
Publisher University of Oslo, Centre of Mathematics for Applications Organisational unit 03851 
- Mishra, Siddhartha / Mishra, Siddhartha More Show all metadata ETH Bibliography yes …"	https://www.research-collection.ethz.ch/handle/20.500.11850/44378	0
A role for ADMP in scaling of embryonic tissues to generate equally proportioned embryos	2011.0	['Avi Leibovich', 'Danny Ben-zvi', 'Naama Barkai', 'Abraham Fainsod']	Developmental biology	"A role for ADMP in scaling of embryonic tissues to generate equally proportioned embryos × 
Close The Infona portal uses cookies, ie strings of text saved by a browser on the user's 
device. The portal can access those files and use them to remember the user's data, such as 
their chosen settings (screen view, interface language, etc.), or their login data. By using the 
Infona portal the user accepts automatic saving and using this information for portal operation 
purposes. More information on the subject can be found in the Privacy Policy and Terms of 
Service. By closing this window the user confirms that they have read the information on cookie 
usage, and they accept the privacy policy and the way cookies are used by the portal. You can 
change the cookie settings in your browser. I accept Polski English Login or register account 
remember me Password recovery INFONA - science communication portal INFONA Search …"	https://www.infona.pl/resource/bwmeta1.element.elsevier-c9429b1b-3416-3857-a7f2-2e75dd1de583	0
Science Signaling Podcast: 6 July 2010	2010.0	['Naama Barkai', 'Annalisa M Vanhook']	Science signaling	This is a conversation with Naama Barkai about a Research Article published in the 6 July 2010 issue of Science Signaling.	https://www.science.org/doi/full/10.1126/scisignal.3129pc14	0
Sagi Levy	2010.0	['Naama Barkai']		Cells must adjust their gene expression in order to compete in a constantly changing environment. Two alternative strategies could in principle ensure optimal coordination of gene expression with physiological requirements. First, characters of the internal physiological state, such as growth rate or nutrient levels, could feedback to tune gene expression. Second, internal needs could be inferred from the external environment, using feed-forward evolutionary-tuned signaling pathways. In the first part of our study we examined the coordination of gene expression with cellular growth in yeast in order to infer the relative contribution of internal vs. external sensing to the regulation of gene expression. To this end, we subjected S. cerevisiae cells to conditions which decoupled the actual vs. environmentally-expected growth rate. Gene expression followed the environmental signal according to the expected, but not the …	https://scholar.google.com/scholar?cluster=1358072217349468286&hl=en&oi=scholarr	0
Research Widespread remodeling of mid-coding sequence nucleosomes by Isw1	2010.0	['Itay Tirosh', 'Nadejda Sigal', 'Naama Barkai']		Background: The positions of nucleosomes along eukaryotic DNA are defined by the local DNA sequence and are further tuned by the activity of chromatin remodelers. While the genome-wide effect of most remodelers has not been described, recent studies in Saccharomyces cerevisiae have shown that Isw2 prevents ectopic expression of anti-sense and suppressed transcripts at gene ends.Results: We examined the genome-wide function of the Isw2 homologue, Isw1, by mapping nucleosome positioning in S. cerevisiae and Saccharomyces paradoxus strains deleted of ISW1. We found that Isw1 functions primarily within coding regions of genes, consistent with its putative role in transcription elongation. Upon deletion of ISW1, midcoding nucleosomes were shifted upstream (towards the 5'ends) in about half of the genes. Isw1-dependent shifts were correlated with trimethylation of H3K79 and were enriched at genes with internal cryptic initiation sites. Conclusions: Our results suggest a division of labor between Isw1 and Isw2, whereby Isw2 maintains repressive chromatin structure at gene ends while Isw1 has a similar function at mid-coding regions. The differential specificity of the two remodelers may be specified through interactions with particular histone marks.	https://genomebiology.biomedcentral.com/track/pdf/10.1186/gb-2010-11-5-r49.pdf	0
Error Minization in Lateral Inhibition Circuits	2010.0	['Naama Barkai']	Biophysical journal	"Symposium 20: Single Molecules Meet Systems Biology Symposium 21: Mechanism of 
Electromechanical Coupling in Voltage-gated Ion C Page 1 Symposium 20: Single Molecules 
Meet Systems Biology 3919-Symp Single Molecules in Single Cells: A System-Wide 
Quantification of Gene Expression Sunney Xie. Harvard University, Cambridge, MA, USA. Our 
group studied gene expression in living bacterial cells with single-molecule sensitivity with 
millisecond time resolution and nm spatial precision. We reported the first movie of protein 
production, one molecule at a time, binding and unbinding kinetics of transcription factors on 
DNA, and their single-molecule events that change the cell’s phenotype. We recently conducted 
systemwide studies of transcriptome and proteome with single-molecule sensitivity in a single cell. 
We are investigating the phenomenon of persisters, abnormal and rare bacterial cells that have …"	https://www.cell.com/biophysj/pdf/S0006-3495(09)05939-6.pdf	0
Reply to Francois et al.	2009.0	['Danny Ben-zvi', 'Ben-zion Shilo', 'Abraham Fainsod', 'Naama Barkai']	Nature	Metazoan organisms can ‘scale’, that is, maintain similar proportions regardless of size. Ben-Zvi et al. 1 use experiments in Xenopus to support a quantitative model that explains morphological scaling as the result of scaling of a gradient of bone morphogenetic protein (BMP) signals. We believe that the evidence for scaling in Xenopus is misinterpreted, and that their model for embryonic patterning disagrees with prior data. The experiments they present supporting their model admit alternative interpretations.The authors’ model (box 1 of ref. 1) is built around the (BMP inhibitor) Chordin-facilitated transport of two members of the BMP family of ligands, BMP (BMP2/4/7), the total amount of which is preserved, and ADMP, which is produced only in the dorsal organizer but concentrates ventrally and scales along the dorsal–ventral axis at blastula stage. The paper is based on the assumption that dorsal embryonic halves …	https://www.nature.com/articles/nature08306	0
Mechanisms of gene expression rewiring in hybrids and polyploids	2009.0	['A Levy', 'I Tirosh', 'S Reikhav', 'M Kenan-eichler', 'N Barkai']			https://scholar.google.com/scholar?cluster=8909606848366026773&hl=en&oi=scholarr	0
The relative contribution of'internal'vs.'external'sensing to the regulation of gene expression in the budding yeast	2009.0	['Naama Barkai', 'Sagi Levy']	The faseb journal	Cells monitor their external environment using membrane receptors, modulating their gene expression pattern in response to external cues. In addition, cells monitor the level of internal metabolites, energy availability, and growth rate, and these internal characters also feedback to tune gene expression. We examined the relative contribution of internal vs. external sensing to the regulation of ribosomal biogenesis gene expression in yeast. Since cells devote a large fraction of their biosynthetic capacity for ribosomal biogenesis, coordination of ribosomal biogenesis with the requirement for protein synthesis is of particular importance. To distinguish between 'external' and 'internal' sensing, we subjected S. cerevisiae cells to 'confusing' conditions which decoupled the actual vs. environmentally‐expected growth rate. Gene expression followed the environmental signal according to the expected, but not the actual …	https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.23.1_supplement.426.3	0
Saccharomyces cerevisiae Spore Germination	2009.0	['C Geijer', 'D Joseph-strauss', 'G Simchen', 'N Barkai', 'S Hohmann']	Topics in current genetics	Ingenta is not the publisher of the publication content on this website. The responsibility for the publication content rests with the publishers providing the material. Please refer to our Terms and Conditions.	https://scholar.google.com/scholar?cluster=6769503607524596466&hl=en&oi=scholarr	0
Symposium–Modelling and networks	2009.0	['Naama Barkai']	Mechanisms of development	The ability to maintain a proportionate body plan in individuals of different sizes is essential for proper development. Despite wide interest, little is known about the mechanisms underlying scaling with size. I will discuss our efforts to reveal the molecular basis for scaling in different systems. A general ‘‘Expansion–Repression’’feedback topology will be presented, which ensures scaling for a wide range of parameters and sizes through an effective implementation of an integral-feedback controller. Integralfeedback presents a key concept in engineering, and is likely to be instrumental also for maintaining biological homeostasis. doi: 10.1016/j. mod. 2009.06. 990	https://scholar.google.com/scholar?cluster=18130928629932630835&hl=en&oi=scholarr	0
Scaling of morphogen gradients during embryonic development	2009.0	['Naama Barkai']	Mechanisms of development		https://weizmann.esploro.exlibrisgroup.com/esploro/outputs/abstract/Scaling-of-morphogen-gradients-during-embryonic/993268102303596	0
Robustness and scaling in embryonic development	2008.0	['N Barkai']			https://scholar.google.com/scholar?cluster=3970000437362447217&hl=en&oi=scholarr	0
The art of genome merging	2007.0	['Avraham A Levy', 'Sharon Reichav', 'Naama Barkai']			https://scholar.google.com/scholar?cluster=12080541709090883105&hl=en&oi=scholarr	0
From Microfluidics to Yeast Mating: the Role of Bar1 Protease in Pheromone Homeostasis and Robust Mating Partner Detection	2006.0	['M Piel', 'X Jiang', 'N Rappaport', 'T Kramps', 'G Whitesides', 'N Barkai', 'A Murray']			https://scholar.google.com/scholar?cluster=3850563091329680369&hl=en&oi=scholarr	0
